studentAnswer,R_errortype
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def get_min_plus_max(input_list):
    max_value = input_list[0]
    min_value = input_list[0]
    for value in input_list:
        value = int(value)
        if value > max_value:
            max_value = value
        elif value < min_value:
            min_value = value
            
    return max_value + min_value
        
# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",No error
"param = int(input())
count=0
# 在此处编写代码
def count_ones(param):
    for i in str(param):
      if i!=1:
          continue
      count+=count
return count      
print(count_ones(param))",No error
"def user_age (int(input(x))):

if (x==18):
    print(num_candles==18)
else:
    print(user_age==3)

user_age(18)",No error
"param = input()
def reverse_string:
   for i in (len(parma),0):
       i=i+i[i-1]
       return i
# 在此处编写代码

print(reverse_string(param))",No error
"param = int(input())

# 在此处补全代码

def double_until_one_thousand(param):

while(param<=1000):
    print(param)
    param=param*2
    print(param)
    ",No error
"param = input()
x=str(param)
for i in range(len(x)):
    while i=4:
        print(x[i])
# 在此处补全代码",No error
"input_dict = input()
my_dict = eval(input_dict)
# 请不要更改此行以上的代码

# 在这里编写代码
keys_to remove = [1, 3, 5, 7]

for key in keys_to_remove:
    del my_dict[key]
    
# 请不要更改此行以下的代码
print(my_dict)",No error
"input_list = input().split(',')
# 请不要更改此行以上的代码

def count_numbers(input_list):
    count_numbers=[0,0,0,0,0,0,0,0,0,0]
    x=[0,10]
    count=0
    for i in range(len(input_list)):
        for j in range(len(count_numbers)):
            x=x+1
            if(input_list[i])==str(x-1):
                count=count+1
                count_numbers[j]=count
    return(count_numbers)
        

# 请不要更改此行以下的代码
print(count_numbers(input_list))",TypeError
"line_list = input().split(';')
temp_list = []
for i in line_list:
    temp_list.append(i.split(','))
# 请不要更改此行以上的代码

# 在这里编写代码
def sum_of_matrix(my_list):
    n=len(my_list)
    x=0
    for k in range(0,int(n)):
        for j in range(0,len(my_list[k])):
            x+=my_list[k][j]
    return x
# 请不要更改此行以下的代码
print(sum_of_matrix(temp_list))",TypeError
"


print(""I can"")
print(""swim."")
my_age = 10
print('my age:', my_age)",No error
"param = input()

# 在此处编写代码
def count_spaces_and_commas(param):
    spaces = 0
    commas = 0
    for char in param:
        if char == "" "":
            spaces += 1
        elif char == "","":
            commas += 1
    print(""有""+ commas + ""个逗号和"" + spaces + ""个空格"")
count_spaces_and_commas(param)",TypeError
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def add_matrix(matrix_1, matrix_2):
    sum_list = matrix_1
    in_length = len(matrix_1[0])
    # 内层列表的长度
    out_length = len(matrix_1)
    # 外层列表的长度
    for i in range(0, out_length):
        for j in range(0, in_length):
            sum_list[i][j] += matrix_2[i][j]

    return sum_list
# 请不要更改此行以下的代码
print(add_matrix(input_list_1, input_list_2))",No error
"i = int(input())

def is_leap_year(i):
    if i%4==0 and i%100!=0:
        return""是闰年""
    elif(i%400==0):
        return""是闰年""
    else:
        return""不是闰年""
print(is_leap_year(i))

is_leap_year(i)",No error
"input_num = int(input())

def convert_num(input_num):
    if input_num >= 10:
        return input_num - 10
    else:
        return input_num
print(convert_num(input_num))
",No error
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
def add_matrix(x,y):
  for i in range(len(x)):
    for n in range(len(y)):
      x[i][n] = x[i][n]+y[i][n]
  return x
print(add_matrix(input_list_1, input_list_2))",No error
"x = int(input())
y = int(input())

def increment_by_three(x, y):
    for i in (x,y):
        while i < (y-2):
            i=i+3
            print(i)






increment_by_three(x, y)",No error
"input_dict = input()
input_dict = eval(input_dict)
# 请不要更改此行以上的代码
new_dict={}
def add_user(user_name,pass_word):
    user_info={'user_name':user_name,'pass_word':pass_word}
    new_dict[user_name]=user_info
def verify_user(user_name,pass_word):
    for user in new_dict.value():
        if user['user_name']==user_name and user['pass_word']==pass_word:
            return True
            
    return False

# 请不要更改此行以下的代码
for i in input_dict['add']:
    add_user(i[0], i[1])
for i in input_dict['verify']:
    print(verify_user(i[0], i[1]))",AttributeError
"x = int(input())
y = int(input())

# 在此处编写代码
def increment_by_three(a,b):
    for i in range(a,b,3):
        print(i)
increment_by_three(x, y)",No error
"age = int(input())
weight = int(input())
heart_rate = int(input())
time = int(int(input()))

calories_burned = ((age*0.2757 + weight*0.03295 + heart_rate*1.0781) - 75.4991)*time/8.368

print(calories_burned)",No error
"input_int_0 = int(input())
input_int_1 = int(input())
# 请不要更改此行以上的代码

def palindrome(x, y):
    if x == 0:
        return ""0""# 在这里补全代码
    else:
        left = str(xy)# 在这里补全代码
        mid = palindrome((x-1),y)  # 在这里补全代码 )
        right = str(xy)# 在这里补全代码
    
        return left +"" ""+ mid +"" ""+ right

# 请不要更改此行以下的代码
print(palindrome(input_int_0, input_int_1))",NameError
"param = input()

length = 0
for i in param
# 在此处补全代码
length = length +1
print(length)",No error
"param = int(input())

# 在此补全代码
def get_age_status(param):
    if 0<param<18:
        a=""未成年人""
    elif (param>=18) and (param<65):
        a=""工作中""
    else:
        a=""退休了""
    return a
print(get_age_status(param))",No error
"input_dict = input()
input_dict = eval(input_dict)
# 请不要更改此行以上的代码

user_info={}

def add_user(user_name, pass_word):
    user_info[use_name]= pass_word
def verify_user(user_name, pass_word):
    if user_name in user_info:
        if user_info[use_name] == pass_word:
            return True
    return False

# 请不要更改此行以下的代码
for i in input_dict['add']:
    add_user(i[0], i[1])
for i in input_dict['verify']:
    print(verify_user(i[0], i[1]))",NameError
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def get_min_plus_max(my_list):
    
    max = my_list[0]
    min = my_list[0]
    for i in range(len(my_list)):
        if i+1 < len(my_list):
            if max < my_list[i+1]:
                max = my_list[i+1]
            elif min > my_list[i+1]:
                min = my_list[i+1]
            else:
                max = max
                min = min
        else:
            break
        
    number = max + min
    return number
        

# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",No error
"film_rate=int(input())
if （film_rate>7）：
    print('好看')
else：
    print('不好看')",No error
"a=input()
print(a, ""岁""\n)",No error
"input_str = input()
# 请不要更改此行以上的代码

# 在这里编写代码
def get_first_duplicate(input_str):
    for i in range(len(input_str)-1):
        for j in range(i+1,len(input_str)):
            if input_str[i]==input_str[j]:
                return input_str[i]
            
# 请不要更改此行以下的代码
print(get_first_duplicate(input_str))",No error
"import ast
input_list = ast.literal_eval(input())
input_int = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def multiply_lists(my_list,factor):
    new_list = []
    for i in range(1,factor):
        new_list += my_list
    return my_list
# 请不要更改此行以下的代码
print(multiply_lists(input_list, input_int))",No error
"param = int(input())

def double_until_one_thousand(param):
    while (param<=1000):
        print(param)
        param=param*2
print(param)


",No error
"param = int(input())

def get_discount(param):
    if param<140:
        return'0'
    else:
        return'100'
        
print(get_discount(param))",No error
"input_list = input().split(',')
num_1 = int(input())
num_2 = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def replace_element_in_list(input_list, num_1, num_2):
    for i in range(0,len(input_list)):
        if (input_list[i]==str(num_1)):
            input_list[i]=str(num_2)
    return input_list
# 请不要更改此行以下的代码
print(replace_element_in_list(input_list, num_1, num_2))",No error
"print(""你好\n我在吃饭"")
",No error
"input_str = input()
dict_1={}
list_2=[]
def get_first_duplicate(input_str):
	for i in input_str:
		if i in dict_1:
			dict_1[i]+=1
		else:
			dict_1[i]=1

		

	for j in dict_1.keys():
		if dict_1[j]>=2:
			list_2.append(j)
		else:
		    list_2.append('')
		    
    if list_2[0]=='':
        return list_2[1]
    else:
        return list_2[0]

print(get_first_duplicate(input_str))",No error
"x = int(input())
y = int(input())

y=y/x",No error
"param = int(input())

# 在此处补全代码
def get_discount():
    if param > 140:
        return 0
    else:
        return 100

print(get_discount(param))",TypeError
"input_x = int(input())
input_y = int(input())
# 请不要更改此行以上的代码

def x_power_of_y(x, y):
    
    if x==0:
        return 0
    
    if y ==1: # 在此补充:
        return input_x# 在此补充
    else:
        return x_power_of_y(x, y-1)*input_x# 在此补充

# 请不要更改此行以下的代码
print(x_power_of_y(input_x, input_y))",No error
"param = input()
def reverse_string(param):
    result = ''
    for i in param:
        result =  i + result
    print (result)
reverse_string(param)",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def days_left_to_sunday(day):
    if day < 7:
        print(""还有"" + str(7 - day) + ""天到周日"")
        #在这里添加一行代码
    else:
        print(""到周日了!"")
        days_left_to_sunday((7-day)+1)
        

# 请不要更改此行以下的代码
days_left_to_sunday(input_int)",No error
"param = int(input())

def get_age_status(param):
    if 0 < param < 18:
        return ""未成年人""
    elif 18 <= param < 65:
        return ""工作中""
    elif param >= 65:
        return ""退休了""

print(get_age_status(param))",No error
"my_list = input().split(',')
new_list = []
# 请不要更改此行以上的代码
for i in my_list:
    value=my_list.pop()
    new_list.append(value)
    i+=1
reurn (new_list)
# 在这里编写代码

# 请不要更改此行以下的代码
print("","".join(new_list))",TypeError
"a=""3""
b=""hi""
print(a)
print(b)",No error
"print('I can')
print('swim')
my_age = 10
print('my age: '+str(my_age))",No error
"i = int(input())

def is_leap_year(i):
    # 在这里补全代码
    if (i % 4 == 0):
        if (i % 100 == 0):
            return(""不是闰年"")
        elif (i % 100 != 0):
            return(""是闰年"")
    elif (i % 4 != 0):
        return(""不是闰年"")
        
print(is_leap_year(i))",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def days_left_to_sunday(day):
    if day==7:
        print(""到周日了!"")
        #在这里添加一行代码
        
    else:
        print(""还有"" + str(7 - day) + ""天到周日"")
        days_left_to_sunday(day-1)

# 请不要更改此行以下的代码
days_left_to_sunday(input_int)
",RecursionError
"my_list = input().split(',')
new_list = []
# 请不要更改此行以上的代码

for i in my_list:
    new_list = my_list.append(my_list.pop())

# 请不要更改此行以下的代码
print("","".join(new_list))",TypeError
"num_students = int(input())
if num_students < 50:
    print('没到齐')
else:
    print('到齐')",No error
"input_int = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
num_to_word={0 : '零',1 : '一',2 : '二',3 : '三',4 : '四',5 : '五',6 : '六',7 : '七',8 : '八',9 : '九',10 : '十'}
# 请不要更改此行以下的代码
print(num_to_word[input_int])",No error
"x = int(input())
y = int(input())
z = int(input())

# 在这里补全代码
def smallest_among_three(x,y,z):
    min=0
    if x<y:
        min=x
    if x>y:
        min=y
        if min<z:
            return min
        else:
            return z

print(smallest_among_three(x, y, z))",No error
"age = int(input())
weight = int(input())
heart_rate = int(input())
time = int(int(input()))

a = age * 0.2757 + weight * 0.03295 + heart_rate * 1.0781 + time
calories_burned = ((a - 75.4991) * time) / 8.368

print(calories_burned)",No error
"param = int(input())

# 在此处补全代码
def double_until_one_thousand(param):
    while(param<=1000):
        param=param*2
    print(param)
double_until_one_thousand(param)",No error
"param = int(input())

def print_num(param):
    if param==10:
        return param
    else:
        return ('')
        
print {print_num(param)}",No error
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
# 请不要更改此行以上的代码
def add_matrix(input_list_1, input_list_2):
    x = 0
    m = 0
    n = 0
    while (x < len(input_list_1)):
        for i in range(0, len(input_list_1)):
            for j in range(0, len(input_list_1[i])):
                m = input_list_1[i][j]
        for a in range(0, len(input_list_2)):
            for b in range(0, len(input_list_2[a])):
                n = input_list_2[a][b]
        input_list_1 = [m + n]   
            
    return input_list_1           
          
# 在这里编写代码

# 请不要更改此行以下的代码
print(add_matrix(input_list_1, input_list_2))",TypeError
"input_int = int(input())
# 请不要更改此行以上的代码

def days_left_to_sunday(day):
    if day < 7:
        print(""还有"" + str(7 - day) + ""天到周日"")
        days_left_to_sundat(day+1)
    else:
        print(""到周日了!"")

# 请不要更改此行以下的代码
days_left_to_sunday(input_int)",NameError
"for i in range(0, 6):
    print(i)
    
    # 在这里补全代码",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def fib_3(num):
   if num == 0 :# 在这里补充代码:
      return  1# 在这里补充代码
   elif num ==1: # 在这里补充代码:
      return 1 # 在这里补充代码
   elif num == 2:# 在这里补充代码:
      return 1# 在这里补充代码
   else:
      return fib_3(num-1)+fib_3(num-2)+fib_3(num-3)# 在这里补充代码

# 请不要更改此行以下的代码
print(fib_3(input_int))",No error
"param = input()

for i in param:
   print(i)",No error
"param = input()

# 在此处编写代码
def is_palindrome(s):
    if s == s[::-1]:
        print(""True"")
    else:
        print(""False"")


is_palindrome(param)",No error
"for i in range(1,8):
    # 在此处补全代码
     if i == 4:  
        continue  # 如果数字是4，跳过当前的迭代  
    print(i)",No error
"num_cats=int(input())
num_dogs=int(input())
print('num_cats+num_dogs')
print()",No error
"num_cats=int(input())
print(num_cats*3)",No error
"param = int(input())

def count_ones(param):
    count_ones=0
    for i in str(param):
        if i == ""1"":
            count_ones=count_ones+1
    return(count_ones)
    
print(count_ones(param))",No error
"input_str = input()
# 请不要更改此行以上的代码
position={}
res=""""
int(pos)=len(input_str)
def get_first_duplicate(input_str):
    str(input_str)
    for i in input_str:
        if i not in position:
            position[i]=input_str.index(i)
        else:
            if input_str.index(i)<pos:
                res=i
                pos=input_str.index(i)
    return res
            
# 在这里编写代码

# 请不要更改此行以下的代码
print(get_first_duplicate(input_str))",No error
"num_cats=input()
num_dogs=input()
all_num=num_cats+num_dogs
print(all_num)
print()",No error
"i = int(input())

if (i%4==0 and i%400!=0):
    print('是闰年')
elif (i%400==0):
    print('是闰年')
else:
    print('不是闰年')",No error
"temp_list = input().split(',')
# 请不要更改此行以上的代码
num = 0
# 在这里编写代码
def count_negative(temp_list):
    global num
    for i in range(len(temp_list)):
        if int(temp_list[i]) < 0:
            num = num +1
        else:
            i = i+1
    return num
    
# 请不要更改此行以下的代码
print(count_negative(temp_list))",No error
"input_str = input()
# 请不要更改此行以上的代码

# 在这里编写代码
position={}
res=''
pos=int(len(input_str))
def get_first_duplicate(input_str):
res=''
for i in input_str:
if i in position:
if input_str.index(i) res=i
position[i] = input_str.index(i)
else:
position[i] = input_str.index(i)
return res
# 请不要更改此行以下的代码
print(get_first_duplicate(input_str))",No error
"filim_rate = int(input())
if film_rate>7:
    print(""好看"")
else:
    print(""不好看"")
",NameError
"param = int(input())

def convert_num(param):
    if param<10:
        return(param)
    else:
        param=param-10

print(convert_num(param))",No error
"param = int(input())

def double_until_one_thousand(param):
    while (param <= 1000):
        print(param)
        param = param * 2


double_until_one_thousand(param)

",No error
"x = int(input())
y = int(input())

print((x-1)/y)
print((x-1)/y/y)
print((x-1)/y/y/y)",No error
"param = int(input())
double_until_one_thousand = param
print(double_until_one_thousand)
while(double_until_one_thousand<=1000):
    double_until_one_thousand =double_until_one_thousand*2
# 在此处补全代码

double_until_one_thousand(param)",TypeError
"input_dict = input()
my_dict = eval(input_dict)
del my_dict[1],my_dict[3],my_dict[5],my_dict[7]
print(my_dict)",KeyError
"temp_list = input().split(',')
# 请不要更改此行以上的代码

# 在这里编写代码
def count_negative(temp_list):
    count = 0
    for i in temp_list:
        if (int(i) < 0):
            count += 1
    return count

# 请不要更改此行以下的代码
print(count_negative(temp_list))",No error
"age = int(input())

print(""my age is "" + str(age) )",No error
"test_param = input()
# 请不要更改此行以上的代码

score_dict = {'john':'90', 'jane':'100', 'james':'0'}
status_dict = {'john':'active', 'jane':'active', 'james':'inactive'}

# 请不要更改此行以下的代码
print(my_dict[test_param])
print(status_dict[test_param])",NameError
"param = int(input())

# 在此处补全代码
def double_until_one_thousand(param):
    while param<1000:
        print(param)
        param=param*2
    while param>1000:
        break

double_until_one_thousand(param)",No error
"param = int(input())

def get_discount(param):
    while (param<140):
        print(""0"")
    else:
        print(""100"")
return(get_discount(param))",No error
"def welcome_to_circle_cat():
 print('Welcome to circle cat!')
welcome_to_circle_cat()
welcome_to_circle_cat()",No error
"line_list = input().split(';')
temp_list = []
for i in line_list:
    temp_list.append(i.split(','))
# 请不要更改此行以上的代码
def sum_of_matrix(temp_list):
    for j in temp_list:
        sum_value += int(j)
    return sum_value
# 在这里编写代码

# 请不要更改此行以下的代码
print(sum_of_matrix(temp_list))",UnboundLocalError
"param = int(input())

def print_num(param):
    if param == 10:
print(param)
",No error
"input_str = input()
# 请不要更改此行以上的代码

# 在这里编写代码
position={}
res=''
pos=int(len(input_str))
def get_first_duplicate(input_str):
    for i in input_str:
        if i in position:
            if int(position[i])<pos:
                res=i
                pos=position[i]
        else:position[i]=i
    return res
# 请不要更改此行以下的代码
print(get_first_duplicate(input_str))",ValueError
"input_list = input().split('')
num_1 = int(input())
num_2 = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def replace_element_in_list(input_list,num_from,num_to):
    
    for i in range(0,len(input_list)):
        if input_list[i]==num_from:
            input_list[i]=num_to
    return input_list
# 请不要更改此行以下的代码
print(replace_element_in_list(input_list, num_1, num_2))",ValueError
"param = int(input())

# 在此处补全代码

def double_until_one_thousand(param):
    print(param)
    while(param <= 1000):
        param=param*2
        print(param)

double_until_one_thousand(param)",No error
"input_int_0 = int(input())
input_int_1 = int(input())
# 请不要更改此行以上的代码

def palindrome(x, y):
    if x=0:
        return x
    else:
        return palindrome()

# 请不要更改此行以下的代码
print(palindrome(input_int_0, input_int_1))",No error
"x = int(input())
y = int(input())

print(float(x/y))
print(float(x/y/y))
print(float(x/y/y/y))",No error
"import ast
input_list = ast.literal_eval(input())
input_int = int(input())
# 请不要更改此行以上的代码

def multiply_lists(input_list,num:
    res_list=input_list
    for i in range(0,(num-1)):
        for i in range(0,len(input_list)):
            res_list.append(input_list[i])
    return res_list
            
    
    

# 请不要更改此行以下的代码
print(multiply_lists(input_list, input_int))",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def palindrome(num):
    if num == 0:
        return 0
    else:
        left = num  
        mid = palindrome(num-1)
        right = num
    
        return left + mid + right

# 请不要更改此行以下的代码
print(palindrome(input_int))",No error
"input_x = int(input())
input_y = int(input())
# 请不要更改此行以上的代码

def x_power_of_y(x, y):
    
    # 在此补充
    
    if y == 0:
        return 1 # 在此补充
    else:
        return x * x_power_of_y(x, y-1)
    
# 请不要更改此行以下的代码
print(x_power_of_y(input_x, input_y))",No error
"param = int(input())

def convert_num(param):
    if (param >= 10):
        param = param - 10
        return param

print (convert_num(param))",No error
"num_students = (""a"")
100=a
print(num_students)

",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def power_of_two(num):
    if num == 0:
        return 1 # 
    else:
        return power_of_two(num - 1) * 2 
        

# 请不要更改此行以下的代码
print(power_of_two(input_int))",No error
"num_students=int(input())
if num_students < 50:
    print('没到齐')
else:
    print('到齐了')",No error
"# 在这里编写代码
welcome_to_circle_cat():
    print(""Welcome to circle cat!"")
# 请不要更改此行以下的代码
welcome_to_circle_cat()",No error
"x = int(input())
y = int(input())

def increment_by_three(x,y):
    for i in range(x,y):
        while((x+3)<=y):
            print (x)
            x=x+3

    

increment_by_three(x, y)",No error
"input_list = input().split(',')
num_1 = int(input())
num_2 = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def replace_element_in_list(input_list, num_1, num_2):
    for i in range(0,len(input_list)):
        if int(input_list[i])==num_1:
            input_list[i]=str(num_2)
    return input_list

# 请不要更改此行以下的代码
print(replace_element_in_list(input_list, num_1, num_2))",No error
"num_yuan = int(input())
num_jiao = int(input())

num_coins = 'num_yuan' + num_jiao'
print(num_coins)",No error
"input_int = int(input())
input_int_2 = int(input())
input_int_3 = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def create_matrix(r,c,val):
    matrix = [[val] * c for _ in range(r)]
return matrix
    
# 请不要更改此行以下的代码
print(create_matrix(input_int, input_int_2, input_int_3))",No error
"# 在这里补全代码
num_students=100;
print(num_students)",No error
"i = int(input())

def is_leap_year(i):
    if i % 4 == 0:
        return ""是闰年""
    elif i % 100 != 0:
        return ""不是闰年""
    else:
        return ""不是闰年""

print(is_leap_year(i))",No error
"param = input()

for i in param:
    print(i)
    #if(i!=l):
     #   continue
   # print(str(i))

# 在此处补全代码",No error
"for i in range(1,8):
    if(i==4):
        continue
    

    # 在此处补全代码
    print(i)",No error
"param = input()

# 在此处编写代码

def count_spaces_and_commas():
    a=0
    b=0
    for p in param:
        if(p!="",""):
            continue
        a=a+1
    for p in param:
        if(p!="" ""):
            continue
        b=b+1
    print(""有""+str(a)+""个逗号和""+""有""+b+""个空格"")

count_spaces_and_commas(param)",TypeError
"x = int(input())
y = int(input())

def increment_by_three(x,y):
    print(x)
    n = 1
    while (x < n < y):
        print (n)
        n = n*3

increment_by_three(x, y)",No error
"input_x = int(input())
input_y = int(input())
# 请不要更改此行以上的代码

def x_power_of_y(x, y):

    if y == 0:
        return 1. 

    else:
        return x_power_of_y(x,y-1)*x
        # 在此补充



# 请不要更改此行以下的代码
print(x_power_of_y(input_x, input_y))",No error
"temp_list = input().split(',')

# 请不要更改此行以上的代码

# 在这里编写代码
def count_negative(my_list):
    neg_count = 0
    for i in range(0, len(my_list)):
        if int(my_list[i]) < 0:
            neg_count += 1
    return neg_count


# 请不要更改此行以下的代码
print(count_negative(temp_list))",No error
"print('I can"")
print(swim.)
my_age = 10,20,...
print('my age:' my_age)",No error
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
# 请不要更改此行以上的代码

def add_matrix(x,y):
    rows = len(x)
    cols = len(x[0])
    for i in range(rows):
        for j in range(cols):
            x[i][j] = x[i][j] + y[i][j]
    return x
    

# 请不要更改此行以下的代码
print(add_matrix(input_list_1, input_list_2))",No error
"x = int(input())
y = int(input())
def increment_by_three(x,y):
    for i in increment_by_three:
        x+=3
        if x>y:
            break
        print i

# 在此处编写代码

increment_by_three(x, y)",No error
"x = int(input())
y = int(input())

# 在此处补全代码
pinrt(float(x/y))
pinrt(float(x/y))
pinrt(float(x/y))",NameError
"a=501
def double_until_one_thousand(a):
    print(double_until_one_thousand())
b=a*2
if b<=1000:
    b=b*2
    print(b)
else:
    print(a)
double_until_one_thousand(501)


# 在此处补全代码",TypeError
"print(""x+y"")",No error
"age = input()

print(""my age is "" + int(age))",TypeError
"get_age_status = int(input())
if (get_age_status>0) and ( get_age_status < 18):
    print(""工作中"")
elif (get_age_status>=18) and ( get_age_status < 65):
    print(""未成年人"")
else:
     print(""退休了"")",No error
"age = int(input())
weight = int(input())
heart_rate = int(input())
time = int(int(input()))

calories_burned = ((0.2757*age + 0.03295*weight + 1.0781*heart_rate) - 75.4991)/8.368

print(calories_burned)",No error
"input_dict = input()
input_dict = eval(input_dict)
# 请不要更改此行以上的代码

# 在这里编写代码
user_info = {}
def log_user(user_name):
    if user_name in user_info:
        user_info[user_name] = user_info[user_name] + 1
    else:
        user_info[user_name] = 1

def print_user_log(user_name):
    if user_name in user_info:
        print(user_info[user_name])
    else:
        print('0')
# 请不要更改此行以下的代码
    for i in input_dict['log']:
            log_user(i)
    for i in input_dict['print']:
            print_user_log(i)",No error
"a=3,9,3,1,5
b=4,10,5,1,2
print(""a+b"")",No error
"x = int(input())
y = int(input())
def increment_by_three():
    while(x<y):
        print(x)
        x=x+3
        
# 在此处编写代码

increment_by_three(x, y)",TypeError
"param = int(input())

def print_num():
    if (param == 10):
        print(""10"")
",No error
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
def add_matrix(x,y):
	new_list=[]
	for i in range(len(x)):
		for j in range(len(x[i])):
			matrix_result=[x[i][j]+y[i][j]]
			new_list.append(matrix_result)
	return new_list

print(add_matrix(input_list_1, input_list_2))",No error
"a=int(input())*3
print()
print(a)",No error
"x = int(input())
y = int(input())
z = int(input())

def smallest_among_three(x,y,z):
    if(x<=y<=z):
        return(x)
    elif(x<=z<=y):
        return(x)
    elif(y<=x<=z):
        return(y)
    elif(y<=z<=x):
        return(y)
    else:
        return(z)

print(smallest_among_three(x, y, z))",No error
"cat_age=int(input())
if cat_age>=1 and cat_age<=10:
    print(""可以上飞机"")
else:
    print(""不能上飞机"")",No error
"a=input()
print(a' 岁')
print()",No error
"int(input())
int=film_rate；
if film_rate>7:
    print(""好看"")
else:
    print(""不好看"")",No error
"print(input(),end=' ')
print('岁')
",No error
"n=int(input())
print(n,'岁')
print()
",No error
"for i in range(0, 10):
    print(i)
    if(i>5):
        break
    # 在这里补全代码",No error
"input_list_0 = input().split(',')
input_list_1 = input().split(',')

my_list = (input_list_0 + input_list_1)
del my_list[0]
my_list[0]=('x')


print("","".join(my_list))",No error
"input_int = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def num_to_word[input_int]:
    list_hanzi =[""零"",""一"",""二"",""三"",""四"",""五"",""六"",""七"",""八"",""九""]
    for i in range(0,10):
        if i == input_int:
            a=list_hanzi[i]
    return a

# 请不要更改此行以下的代码
print(num_to_word[input_int])",No error
"num_cats = int(input())
num_dogs = int(input())
sum = num_cats + num_dogs 
print（sum）
print（）",No error
"param = input()
def count_spaces_and_commas(input_string):
    spaces_count = input_string.count(' ')
    commas_count = input_string.count(',')
print(""有{}个逗号和{}个空格"".format(commas_count, spaces_count))",NameError
"param = int(input())
count=0
for i in str(param):
	if (i!=""1""):
		continue
	count=count+1
print(count)",No error
"a = int(input(''))
b = int(input(''))
c = int(input(''))
print(a+b+c)",No error
"def welcome_to_circle_cat():
    print(""Welcome to circle cat!"")
# 在这里编写代码

# 请不要更改此行以下的代码
welcome_to_circle_cat()
welcome_to_circle_cat()
welcome_to_circle_cat()",No error
"x = int(input())
y = int(input())
z = int(input())

def smallest_among_three(x,y,z):
    list1 =[x,y,z]
    print (min(list1))

print(smallest_among_three(x, y, z))",No error
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
# 请不要更改此行以上的代码
def add_matrix(input_list_1, input_list_2):
    m = 0
    n = 0
    for i in range(0, len(input_list_1)):
        for j in range(0, len(input_list_1[i])):
            m = input_list_1[i][j]
            
    for a in range(0, len(input_list_2)):
        for b in range(0, len(input_list_2[a])):
            n = input_list_2[a][b]
    input_list_1[i][j] = m + n
    return input_list_1           
         
# 在这里编写代码

# 请不要更改此行以下的代码
print(add_matrix(input_list_1, input_list_2))",No error
print('生日快乐! '),No error
"film_rate = int(input())
if (film_rate>7):
    print(""好看"")
else:
    print(""不好看"")",No error
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def add_matrix(matrix_1,matrix_2):
    result = []

    for i in range(0,len(matrix_1)):
        for j in range(0,len(matrix_1[i])):
            result.append(int(matrix_1[i][j]) + int(matrix_2[i][j]))
    return result
# 请不要更改此行以下的代码
print(add_matrix(input_list_1, input_list_2))",No error
"age = int(input())
weight = int(input())
heart_rate = int(input())
time = int(int(input()))

calories_burned =age*0.2757+ weight*0.03295+ heart_rate*1.0781
calories_burned =calories_burned-75.4991
calories_burned =calories_burned* time
calories_burned =calories_burned/8.368

print(calories_burned)",No error
"param = input()

# 在此处补全代码
for i in str(param):
    if i==str(5):
        print(i)",No error
"param = input()

# 在此处补全答案
def daying(x):
    for i in x:
        print(i)
daying(param)       ",No error
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def get_min_plus_max(input_list):
    a=input_list[0]
    b=input_list[0]
    for i in range(0,len(input_list)):
        if i==len(input_list)-1:
            break
        elif input_list[i]<input_list[i+1]:
            b=input_list[i+1]
        else:
            a=input_list[i+1]
    return a+b
        
# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def power_of_two(num):
    if num ==0 # 在此补充:
       return 1 # 在此补充
    else:
       return 2*power_of_two(num-1) # 在此补充

# 请不要更改此行以下的代码
print(power_of_two(input_int))",No error
"print(int(input(1))+int(input(2)))
print("""")



",No error
